protocol_id,image_id,reviewed,review_method,text_region_count,screen_region_count,text_legibility_subgroup,screen_subgroup,view_type,participant_id,day_id,event_key,selection_stratum,source_manifest,text_boxes_json,screen_boxes_json,text_review_status,screen_review_status,manual_text_present,manual_contains_legible_text,manual_screen_present,manual_screen_contains_sensitive_content,reviewer_id,manual_notes
MM2_0088,day2/members/cathal/18_0330.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day2,day2/18/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1923,""y1"":1056,""x2"":3219,""y2"":1650,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0089,day2/members/cathal/19_0065.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,cathal,day2,day2/19/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1880,""y1"":1750,""x2"":2180,""y2"":2120,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located text region; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0090,day2/members/allie/19_0540.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,allie,day2,day2/19/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0091,day2/members/cathal/19_0188.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day2,day2/19/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1653,""y1"":975,""x2"":2892,""y2"":1899,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9192,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-2.8594}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0092,day2/members/cathal/19_0230.webp,yes,manual reviewer-app verification by the project reviewers,0,2,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day2,day2/19/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":311,""y1"":1828,""x2"":399,""y2"":1900,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.2395,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.25},{""x1"":1916,""y1"":797,""x2"":3281,""y2"":1598,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.8859,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-3.2734}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0093,day2/members/cathal/20_0186.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,cathal,day2,day2/20/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0094,day2/members/stevan/20_0437.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,stevan,day2,day2/20/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0095,day2/members/werner/20_0669.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,werner,day2,day2/20/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0096,day2/members/werner/20_0510.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,werner,day2,day2/20/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1676,""y1"":358,""x2"":2226,""y2"":700,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9192,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":1.4531}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0097,day2/members/werner/08_0068.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,werner,day2,day2/8/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0098,day2/members/luca/08_0586.webp,yes,manual reviewer-app verification by the project reviewers,2,0,legible_text,no_visible_screen,egocentric,luca,day2,day2/8/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":270,""y1"":1938,""x2"":370,""y2"":2086,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":262,""y1"":2048,""x2"":362,""y2"":2160,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0099,day2/members/luca/08_0637.webp,yes,manual reviewer-app verification by the project reviewers,3,0,legible_text,no_visible_screen,egocentric,luca,day2,day2/8/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":917,""y1"":527,""x2"":1069,""y2"":597,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":372,""y1"":1634,""x2"":707,""y2"":1896,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":270,""y1"":1808,""x2"":580,""y2"":2068,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0100,day2/members/luca/08_0482.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,luca,day2,day2/8/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0101,day2/members/werner/09_0713.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,werner,day2,day2/9/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1633,""y1"":1988,""x2"":2025,""y2"":2151,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6005,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":6.4062}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0102,day2/members/florian/09_0551.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,florian,day2,day2/9/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1551,""y1"":1368,""x2"":2487,""y2"":2157,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0103,day2/members/florian/09_0655.webp,yes,manual reviewer-app verification by the project reviewers,1,1,legible_text,potentially_sensitive_screen_content,egocentric,florian,day2,day2/9/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1620,""y1"":1209,""x2"":2538,""y2"":2142,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]","[{""x1"":2281,""y1"":251,""x2"":2490,""y2"":420,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.515,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.2031}]",reviewed,reviewed,yes,yes,yes,yes,,Reviewer-app verified.
MM2_0104,day2/members/florian/09_0290.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,florian,day2,day2/9/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1482,""y1"":477,""x2"":2261,""y2"":1016,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.948,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-1.6172}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0105,day3/members/allie/10_0309.webp,yes,manual reviewer-app verification by the project reviewers,12,1,legible_text,potentially_sensitive_screen_content,egocentric,allie,day3,day3/10/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":2660,""y1"":1204,""x2"":2724,""y2"":1264,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":2131,""y1"":1265,""x2"":2247,""y2"":1335,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1866,""y1"":1307,""x2"":2476,""y2"":1457,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1217,""y1"":1388,""x2"":1349,""y2"":1474,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1444,""y1"":1448,""x2"":1636,""y2"":1532,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1915,""y1"":1445,""x2"":2775,""y2"":1632,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1264,""y1"":1488,""x2"":1660,""y2"":1604,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1208,""y1"":1616,""x2"":2800,""y2"":1938,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":2640,""y1"":1876,""x2"":2812,""y2"":2048,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":2163,""y1"":1954,""x2"":2299,""y2"":2026,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1152,""y1"":1980,""x2"":1272,""y2"":2036,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1242,""y1"":2002,""x2"":1654,""y2"":2141,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]","[{""x1"":2446,""y1"":405,""x2"":3056,""y2"":895,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.758,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-4.0703}]",reviewed,reviewed,yes,yes,yes,yes,,Reviewer-app verified.
MM2_0106,day3/members/klaus/10_0640.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day3,day3/10/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1261,""y1"":587,""x2"":2790,""y2"":1511,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.4702,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.9062}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0107,day3/members/bjorn/10_0208.webp,yes,manual reviewer-app verification by the project reviewers,5,0,legible_text,no_visible_screen,egocentric,bjorn,day3,day3/10/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":3716,""y1"":32,""x2"":3828,""y2"":152,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":3676,""y1"":124,""x2"":3760,""y2"":216,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":3674,""y1"":318,""x2"":3746,""y2"":410,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":3730,""y1"":402,""x2"":3802,""y2"":494,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":1578,""y1"":1455,""x2"":1959,""y2"":1842,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0108,day3/members/tien/10_0459.webp,yes,manual reviewer-app verification by the project reviewers,1,1,legible_text,potentially_sensitive_screen_content,egocentric,tien,day3,day3/10/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1371,""y1"":1965,""x2"":3030,""y2"":2142,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]","[{""x1"":3160,""y1"":360,""x2"":3520,""y2"":650,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,yes,yes,yes,yes,,Reviewer-app verified.
MM2_0109,day3/members/klaus/11_0126.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day3,day3/11/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1239,""y1"":501,""x2"":2773,""y2"":1464,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7893,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":-0.1562}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0110,day3/members/cathal/11_0222.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/11/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1260,""y1"":1260,""x2"":3020,""y2"":2160,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0111,day3/members/klaus/11_0085.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day3,day3/11/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1138,""y1"":463,""x2"":2636,""y2"":1439,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.7638,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":0.1172}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0112,day3/members/tien/11_0629.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,tien,day3,day3/11/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0113,day3/members/klaus/12_0549.webp,yes,manual reviewer-app verification by the project reviewers,0,2,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day3,day3/12/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1086,""y1"":1375,""x2"":1262,""y2"":1558,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.147,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.0625},{""x1"":823,""y1"":955,""x2"":1134,""y2"":1324,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.202,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":2.1094}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0114,day3/members/florian/12_0423.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,florian,day3,day3/12/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0115,day3/members/cathal/12_0103.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,cathal,day3,day3/12/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":849,""y1"":1273,""x2"":2712,""y2"":2100,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6709,""validation_source"":""source_aware_visual_seed_gate"",""display_margin"":2.4375}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0116,day3/members/onanong/12_0079.webp,yes,manual reviewer-app verification by the project reviewers,0,2,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day3,day3/12/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2070,""y1"":1968,""x2"":2455,""y2"":2150,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.2952,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":2.5391},{""x1"":2955,""y1"":1124,""x2"":3814,""y2"":1592,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.6449,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":4.3828}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0117,day3/members/florian/13_0155.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,florian,day3,day3/13/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1611,""y1"":696,""x2"":2676,""y2"":2124,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0118,day3/members/florian/13_0715.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,florian,day3,day3/13/7,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":690,""y1"":1569,""x2"":1572,""y2"":2133,""score"":"""",""annotator_id"":""reviewed"",""annotation_round"":1,""condition_label"":""multimodal_text_screen_review"",""notes"":""""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0119,day3/members/klaus/13_0050.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,klaus,day3,day3/13/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":2050,""y1"":1420,""x2"":2460,""y2"":1900,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0120,day3/members/florian/13_0205.webp,yes,manual reviewer-app verification by the project reviewers,3,0,legible_text,no_visible_screen,egocentric,florian,day3,day3/13/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":1196,""y1"":224,""x2"":1415,""y2"":337,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":2090,""y1"":1718,""x2"":2186,""y2"":1834,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""},{""x1"":2153,""y1"":1927,""x2"":2418,""y2"":2160,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
MM2_0121,day3/members/stevan/14_0173.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,stevan,day3,day3/14/1,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1125,""y1"":1362,""x2"":2774,""y2"":2106,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.2953,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.6797}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0122,day3/members/stevan/14_0466.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,stevan,day3,day3/14/4,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1460,""y1"":1780,""x2"":2730,""y2"":2160,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0123,day3/members/stevan/14_0592.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,stevan,day3,day3/14/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1450,""y1"":1740,""x2"":2650,""y2"":2160,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located screen region; verify or refine in the reviewer.""}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0124,day3/members/stevan/14_0340.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,stevan,day3,day3/14/3,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1299,""y1"":1698,""x2"":2813,""y2"":2139,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.2574,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":0.0625}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0125,day3/members/onanong/15_0248.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,onanong,day3,day3/15/2,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":1876,""y1"":1167,""x2"":2255,""y2"":1960,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.9222,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":5.2344}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0126,day3/members/allie/15_0629.webp,yes,manual reviewer-app verification by the project reviewers,0,1,no_visible_text,potentially_sensitive_screen_content,egocentric,allie,day3,day3/15/6,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],"[{""x1"":3258,""y1"":1162,""x2"":3642,""y2"":2079,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visual proposal; verify or refine in the reviewer."",""confidence"":0.4371,""validation_source"":""siglip2_display_crop_gate"",""display_margin"":4.2891}]",reviewed,reviewed,no,no,yes,yes,,Reviewer-app verified.
MM2_0127,day3/members/tien/15_0056.webp,yes,manual reviewer-app verification by the project reviewers,0,0,no_visible_text,no_visible_screen,egocentric,tien,day3,day3/15/0,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,[],[],reviewed,reviewed,no,no,no,no,,Reviewer-app verified.
MM2_0128,day3/members/cathal/15_0532.webp,yes,manual reviewer-app verification by the project reviewers,1,0,legible_text,no_visible_screen,egocentric,cathal,day3,day3/15/5,privacy_risk_enriched,outputs/01_protocol/thesis_manifests/final_multimodal_250.csv,"[{""x1"":2288,""y1"":1274,""x2"":3318,""y2"":2121,""source"":""visual_initialisation"",""annotator_id"":""pending_reviewer_verification"",""annotation_round"":1,""notes"":""Initial visually located text region; verify or refine in the reviewer.""}]",[],reviewed,reviewed,yes,yes,no,no,,Reviewer-app verified.
