protocol_id,image_id,evaluation_split,ground_truth_risk_state,predicted_risk_state,variant,privacy_score,text_ocr_suppression_rate,text_ocr_privacy_score,text_region_obscuration,screen_region_obscuration,utility_score,SSIM,LPIPS,non_sensitive_change_fraction,runtime_seconds,runtime_score,success_score,multimodal_anonymisation_score,screen_area_threshold,ground_truth_text_count,ground_truth_screen_count,predicted_text_count,predicted_screen_count,policy,ground_truth_text_present,predicted_text_present,ground_truth_screen_present,predicted_screen_present,missed_text_detection,missed_screen_detection,residual_text_readability,insufficient_screen_obscuration,utility_below_050,any_residual_risk_flag
MM2_0142,day3/members/tien/19_0011.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.99826924764766,,,,0.99826924764766,0.4597183172472319,0.9194366344944638,0.0688347741961479,0.0440666955391944,0.0085844150016782,0.9914155849983216,1.0,0.8361916774978317,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0143,day3/members/cathal/19_0118.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.7327793103799205,,,,0.7327793103799205,0.4579552437177513,0.9159104874355029,0.0926983505487442,0.0362591112745753,0.0099058839987264,0.9900941160012736,1.0,0.702785639905413,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0144,day3/members/onanong/19_0470.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9248639588925038,,,,0.9248639588925038,0.4254622544537585,0.850924508907517,0.1381188780069351,0.0856087105446166,0.0116660880012204,0.9883339119987796,1.0,0.7889040469822575,,0.0,2.0,3.0,3.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0147,day3/members/florian/20_0618.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.8564929262675991,0.9935372600213986,0.01402757037431,0.0145408950617283,0.0138071350083919,0.986192864991608,1.0,0.9555671643794406,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0150,day3/members/tien/08_0537.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.0,,,,0.0,0.968939730150106,0.994498401316707,0.0028309470508247,0.0062693080012357,0.0073337339999852,0.9926662660000148,1.0,0.4899485456450332,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,True,False,True
MM2_0152,day3/members/allie/08_0136.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9507263613664096,,,,0.9507263613664096,0.3920965385893826,0.7841930771787652,0.1902023404836654,0.1168377752428359,0.01707997500489,0.98292002499511,1.0,0.7912841447595306,,0.0,1.0,2.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0153,day3/members/allie/09_0560.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.7184455206754224,1.0,1.0,0.0614850689180749,,0.7378339820945494,0.9874483453917966,0.0255890190601348,0.0100250481472475,0.0072788089892128,0.9927211910107872,1.0,0.7798450740671548,,1.0,0.0,2.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,False,False
MM2_0155,day3/members/cathal/09_0670.webp,test,text_and_screen_present,text_and_screen_present,text_blur_screen_fill,0.5095317353832994,0.0,0.0,0.1373078627755829,0.977871111933924,0.4293090437548318,0.8586180875096637,0.1145457774400711,0.0945861740341617,0.0143039200047496,0.9856960799952504,1.0,0.5821281888176243,,1.0,1.0,3.0,5.0,adaptive_multimodal_policy,True,True,True,True,False,False,True,False,True,True
MM2_0158,day4/members/cathal/10_0072.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.4089487975215361,,,,0.4089487975215361,0.5145610348708114,0.9614530804408952,0.0466165505349636,0.0209772350910795,0.0127688139909878,0.9872311860090122,1.0,0.5575658278229126,,0.0,2.0,8.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,True,False,True
MM2_0159,day4/members/klaus/10_0242.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.9283652218553942,1.0,0.8996543832609406,0.995357178575786,,0.3018454046411881,0.6036908092823762,0.381905734539032,0.2865519231362253,0.0131570189987542,0.9868429810012458,1.0,0.7534205304201781,,5.0,0.0,1.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0161,day4/members/onanong/11_0304.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9986519368396896,,,,0.9986519368396896,0.4290565783106073,0.8581131566212147,0.1355423182249069,0.0916901157901546,0.0082673450087895,0.9917326549912104,1.0,0.8272162074121481,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0162,day4/members/onanong/11_0222.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9843740772372048,,,,0.9843740772372048,0.4204403303881159,0.8408806607762319,0.1548482775688171,0.1144213225306037,0.0135078980092657,0.9864921019907342,1.0,0.8169683479341106,,0.0,1.0,2.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0165,day4/members/werner/12_0174.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.8928756622199927,0.988010131115658,0.0101129403337836,0.0111207561728395,0.0094281130004674,0.9905718869995326,1.0,0.966919887365951,,0.0,0.0,4.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0169,day4/members/florian/13_0556.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9999109482705544,,,,0.9999109482705544,0.3566077310269701,0.7132154620539403,0.2813737094402313,0.1635724525437946,0.0115207549970364,0.9884792450029636,1.0,0.8057857179436645,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0170,day4/members/florian/13_0095.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9998619219842766,,,,0.9998619219842766,0.3923268959072469,0.7846537918144939,0.1885872483253479,0.1189842033819921,0.0098900729935849,0.9901099270064152,1.0,0.8166400224649538,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0172,day4/members/florian/13_0312.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9997890936008744,,,,0.9997890936008744,0.4020298990305142,0.8040597980610285,0.1719340980052948,0.1015570310345559,0.0104219830100191,0.9895780169899808,1.0,0.8194613182085896,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0173,day4/members/luca/14_0676.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.984053128665512,,,,0.984053128665512,0.3457383582423394,0.6914767164846788,0.2383438050746917,0.0679436166824242,0.0158956969971768,0.9841043030028233,1.0,0.79415850210574,,0.0,1.0,7.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0174,day4/members/luca/14_0716.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9818226860282132,,,,0.9818226860282132,0.3487532329323851,0.6975064658647702,0.2393068522214889,0.0758021390374331,0.01700847200118,0.98299152799882,1.0,0.7938364656937041,,0.0,1.0,4.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0176,day4/members/florian/14_0275.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.99981140731942,,,,0.99981140731942,0.392218620141165,0.7844372402823301,0.1827547401189804,0.114559483346125,0.0139511470042634,0.9860488529957364,1.0,0.8161761750016331,,0.0,1.0,2.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0177,day4/members/luca/15_0035.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9705989832729432,,,,0.9705989832729432,0.3636293955027813,0.7272587910055627,0.2249222099781036,0.0258436213991769,0.0158275730063905,0.9841724269936094,1.0,0.7928055529866669,,0.0,1.0,7.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0178,day4/members/luca/15_0156.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9869872135773068,,,,0.9869872135773068,0.3784198116772159,0.7568396233544319,0.2012081295251846,0.0305253590256317,0.0093640470004174,0.9906359529995824,1.0,0.8060831455917763,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0179,day4/members/allie/15_0359.webp,test,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.4495117848670542,0.8990235697341084,0.0868593603372573,0.0928028549382716,0.0083939530013594,0.9916060469986404,1.0,0.8340141401599803,,0.0,0.0,5.0,3.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,True,True
MM2_0180,day4/members/luca/15_0400.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.0,,,,0.0,0.6755131191268078,0.9720753443746788,0.0310524553060531,0.0283364017391985,0.0110136550065362,0.9889863449934636,1.0,0.4015525702373886,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,True,False,True
MM2_0183,day4/members/cathal/18_0491.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.5100320637775415,,,,0.5100320637775415,0.7235624986734897,0.9642012512379706,0.0258538126945495,0.0039836045352427,0.0118210630025714,0.9881789369974284,1.0,0.6709026751905606,,0.0,2.0,8.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0185,day4/members/klaus/18_0722.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.7382335480976914,0.9687353753902144,0.0246134139597415,0.034957561728395,0.0116613419959321,0.9883386580040678,1.0,0.920303930229714,,0.0,0.0,2.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0187,day4/members/klaus/08_0708.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9999068668544324,,,,0.9999068668544324,0.631229966454183,0.9642593256085612,0.0350899696350097,0.0150217806950111,0.0105872400017688,0.9894127599982312,1.0,0.8882636993632942,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0191,day4/members/klaus/09_0177.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.999433633419662,,,,0.999433633419662,0.4325023505349419,0.8650047010698838,0.1189749836921691,0.1128180046826631,0.010671796000679,0.989328203999321,1.0,0.8284003422702456,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0193,day4/members/bao/09_0706.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.984559829226376,,,,0.984559829226376,0.8801596502496518,0.9845891339150504,0.0112134916707873,0.00616933050402,0.0081697770074242,0.9918302229925756,1.0,0.955510831987341,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0195,day2/members/werner/13_0638.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9700956593511706,,,,0.9700956593511706,0.3630291474181999,0.7260582948363999,0.2348822951316833,0.0308313564722049,0.0132771159987896,0.9867228840012104,1.0,0.7926288623011662,,0.0,1.0,6.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0196,day2/members/allie/16_0630.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9995261370389298,,,,0.9995261370389298,0.3693193897181451,0.7386387794362902,0.2617944777011871,0.0454878556956811,0.0166672100021969,0.983332789997803,1.0,0.8088921644346887,,0.0,1.0,7.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0197,day2/members/bjorn/15_0164.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9947064636135038,,,,0.9947064636135038,0.3870489325113238,0.7740978650226475,0.186255931854248,0.0231164055617267,0.0107340620015747,0.9892659379984252,1.0,0.8123945053599916,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0199,day2/members/florian/15_0574.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.998023817001501,,,,0.998023817001501,0.3743629806705565,0.7487259613411131,0.21401908993721,0.0622799086323403,0.013966859987704,0.986033140012296,1.0,0.809924116703147,,0.0,1.0,15.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0200,day2/members/werner/13_0585.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.989389054241506,,,,0.989389054241506,0.3751849374891353,0.7503698749782707,0.2018286287784576,0.0289504648044637,0.016461003004224,0.983538996995776,1.0,0.8056039080670712,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0201,day2/members/onanong/16_0261.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9988780906294652,,,,0.9988780906294652,0.698859973079059,0.9787797000529238,0.0290529876947402,0.0136868617841732,0.0156671490112785,0.9843328509887216,1.0,0.9075303223373226,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0205,day1/members/onanong/13_0368.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9817739675692676,,,,0.9817739675692676,0.6676892273889443,0.9681371913883012,0.0316379368305206,0.0100490166942063,0.0098894510010723,0.9901105489989276,1.0,0.89020480690121,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0207,day1/members/klaus/15_0702.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.9319433101570136,0.9920050533722892,0.006405921652913,0.0095273919753086,0.0085399309900822,0.9914600690099178,1.0,0.9787289999480958,,0.0,0.0,20.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0210,day1/members/cathal/18_0367.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.4650437237864548,0.9300874475729096,0.1027163416147232,0.1056520061728395,0.0310171919991262,0.9689828080008738,1.0,0.8364113979360238,,0.0,0.0,9.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,True,True
MM2_0214,day1/members/cathal/09_0716.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9990262255541577,,,,0.9990262255541577,0.4596181650486917,0.9192363300973834,0.0770139619708061,0.0543524999754567,0.0119543899927521,0.988045610007248,1.0,0.836203123292411,,0.0,1.0,2.0,3.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0215,day2/members/tien/10_0260.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9051914069368938,,,,0.9051914069368938,0.452480053656665,0.90496010731333,0.0715318694710731,0.0611505549573763,0.0146111840003868,0.9853888159996133,1.0,0.7868786011654078,,0.0,1.0,3.0,2.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0216,day2/members/klaus/11_0708.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9988505333889696,,,,0.9988505333889696,0.5707342021658406,0.9611709998040172,0.0409851297736167,0.0170938654841093,0.0074396220006747,0.9925603779993252,1.0,0.8699015651441694,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,False,False
MM2_0217,day2/members/luca/12_0426.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9995039204717447,,,,0.9995039204717447,0.4149728956597934,0.8299457913195868,0.1442191004753112,0.0975797326180797,0.011134938991745,0.988865061008255,1.0,0.8231303350346358,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0221,day2/members/cathal/16_0705.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8279620144510469,1.0,1.0,0.4265400481701563,,0.8576284715922444,0.988828833032006,0.0136785944923758,0.0095347166429763,0.0082856539956992,0.9917143460043008,1.0,0.8704409833036268,,1.0,0.0,1.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,False,False
MM2_0228,day3/members/cathal/10_0712.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.7710461503603708,1.0,1.0,0.2368205012012361,,0.4610211056086488,0.9220422112172976,0.087495133280754,0.0716573677344485,0.0154454340081429,0.9845545659918572,1.0,0.7222848634619657,,3.0,0.0,6.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,False,False,True,True
MM2_0235,day3/members/onanong/17_0712.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.8616775716366236,0.994934934133662,0.0135789895430207,0.0078761574074074,0.0137395890051266,0.9862604109948734,1.0,0.9571293125904744,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy,False,True,False,True,False,False,False,False,False,False
MM2_0236,day3/members/cathal/18_0174.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9981266402437294,,,,0.9981266402437294,0.406726979098179,0.8134539581963581,0.1705624908208847,0.109821095513373,0.0177777229982893,0.9822222770017106,1.0,0.8193036415514895,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0242,day4/members/cathal/11_0445.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.999073344706171,,,,0.999073344706171,0.4392515623194255,0.878503124638851,0.1095106154680252,0.0635276501476862,0.0126088109973352,0.9873911890026648,1.0,0.8300512599491797,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0244,day4/members/florian/13_0284.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9995924816289152,,,,0.9995924816289152,0.4050495162148387,0.8100990324296774,0.1797680407762527,0.1137585223437289,0.012264700999367,0.987735299000633,1.0,0.8200846255789725,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0247,day4/members/cathal/17_0557.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.0,0.0,0.0,0.0,,0.8618647822708811,0.9765157315077236,0.012639308348298,0.0267180738546496,0.0099198040115879,0.990080195988412,1.0,0.4575674542801056,,1.0,0.0,3.0,1.0,adaptive_multimodal_policy,True,True,False,True,False,False,True,False,False,True
MM2_0249,day4/members/klaus/08_0259.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.8818956304020242,,,,0.8818956304020242,0.4589470984812465,0.917894196962493,0.0735196024179458,0.0583831614430755,0.0139798849995713,0.9860201150004286,1.0,0.7772339562454289,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy,False,True,True,True,False,False,False,False,True,True
MM2_0001,day1/members/onanong/10_0700.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9924180099327802,0.9997601404891787,0.0007462060311809182,0.00031635802469135804,0.007969687998411246,0.9920303120015888,1.0,0.9969284341799928,0.1,0.0,0.0,1.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0008,day1/members/klaus/11_0127.webp,development,text_present,text_present,text_blur_screen_area_aware_t10,0.0,0.0,0.0,0.0,,0.9966084708631544,0.9998198191280557,0.0003301438700873405,0.0006331030306366814,0.0071470760012743995,0.9928529239987256,1.0,0.4982678336588189,0.1,1.0,0.0,1.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,True,False,False,True
MM2_0022,day1/members/onanong/15_0174.webp,development,text_present,text_present,text_blur_screen_area_aware_t10,0.24367849524784652,0.3333333333333333,0.33333333333333337,0.0344838730483773,,0.9952599662827248,0.9999271433112984,0.00047036053729243577,0.0002877083928648319,0.00628286600112915,0.9937171339988708,1.0,0.6197889509086277,0.1,3.0,0.0,2.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,True,False,False,True
MM2_0023,day1/members/onanong/15_0421.webp,test,text_present,text_present,text_blur_screen_area_aware_t10,0.0,0.0,0.0,0.0,,0.9877621603962476,0.9995293021799018,0.0012002490693703294,0.0009175649536843538,0.0072147979990404565,0.9927852020009595,1.0,0.4956071683189702,0.1,1.0,0.0,1.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,True,False,False,True
MM2_0029,day1/members/klaus/17_0225.webp,development,text_present,text_present,text_blur_screen_area_aware_t10,0.7079348153797344,1.0,1.0,0.026449384599114723,,0.7698116373148309,0.9932636461907122,0.02268201857805252,0.016749093306956807,0.014842157001112355,0.9851578429988876,1.0,0.7834266831842053,0.1,1.0,0.0,6.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,False,False,False,False
MM2_0030,day1/members/cathal/17_0482.webp,test,text_present,text_present,text_blur_screen_area_aware_t10,0.0,0.0,0.0,0.0,,0.9259140599219975,0.9955572887657039,0.007186458446085453,0.016626838119081035,0.011737828997866018,0.988262171002134,1.0,0.4766004350768126,0.1,2.0,0.0,1.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,True,False,False,True
MM2_0031,day1/members/stevan/17_0713.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9666248034291351,0.9987550835267474,0.003275273833423853,0.004949845679012346,0.009110292001423659,0.9908897079985763,1.0,0.9890764118285982,0.1,0.0,0.0,2.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0033,day1/members/werner/18_0025.webp,development,text_present,text_present,text_blur_screen_area_aware_t10,0.7614762926816074,1.0,1.0,0.20492097560535827,,0.7208676285057236,0.9917789144335131,0.027502182871103287,0.022361340435752473,0.014148410002235323,0.9858515899977647,1.0,0.7955835938922973,0.1,1.0,0.0,6.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,False,False,False,False
MM2_0035,day1/members/luca/18_0100.webp,development,screen_present,text_present,text_blur_screen_area_aware_t10,0.0,,,,0.0,0.9898425657515844,0.9994278615767994,0.0009871365036815405,0.0022540629644873128,0.006534749001730233,0.9934652509982698,1.0,0.49629929482530233,0.1,0.0,1.0,1.0,0.0,adaptive_multimodal_policy,False,True,True,False,False,True,False,True,False,True
MM2_0036,day1/members/bjorn/18_0423.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9510943656984341,0.9979337584621454,0.004787251353263855,0.005941358024691358,0.009625606999179581,0.9903743930008204,1.0,0.9843657490096123,0.1,0.0,0.0,1.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0047,day1/members/werner/08_0632.webp,development,text_present,text_present,text_blur_screen_area_aware_t10,0.7487903089134934,1.0,1.0,0.16263436304497814,,0.9634750959714395,0.9988390746097053,0.0035944441333413124,0.002151757138862132,0.009526246998575516,0.9904737530014245,1.0,0.8624850585483209,0.1,1.0,0.0,2.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,False,False,False,False
MM2_0050,day1/members/luca/09_0045.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.7576606207080845,0.991407753624154,0.023804325610399246,0.02293016975308642,0.013223138001194457,0.9867768619988055,1.0,0.925975872412306,0.1,0.0,0.0,4.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0053,day2/members/tien/10_0485.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9997691038694123,0.9999248991291285,1.9334569515194744e-05,0.00016203703703703703,0.006574334998731501,0.9934256650012685,1.0,0.9992732976609505,0.1,0.0,0.0,2.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0058,day2/members/stevan/11_0346.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.813900178369303,0.9939052352238086,0.01830524392426014,0.018256172839506174,0.01164832100039348,0.9883516789996065,1.0,0.9430052214107515,0.1,0.0,0.0,2.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0064,day2/members/cathal/12_0720.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9166208351891987,0.9924555299663051,0.00796069297939539,0.019438657407407408,0.009264473999792244,0.9907355260002078,1.0,0.9740598031567803,0.1,0.0,0.0,2.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0071,day2/members/luca/14_0216.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9934993594206933,0.9991630151908971,0.0006082148174755275,0.002498070987654321,0.006657466998149175,0.9933425330018508,1.0,0.997384061126393,0.1,0.0,0.0,2.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0090,day2/members/allie/19_0540.webp,test,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9960197932593715,0.9996761045035356,0.0003818258992396295,0.00078125,0.007096126999385888,0.9929038730006141,1.0,0.9980963252778728,0.1,0.0,0.0,1.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0093,day2/members/cathal/20_0186.webp,development,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9140593316790373,0.9969186820858541,0.00844000093638897,0.009008487654320987,0.008612261000962462,0.9913877389990375,1.0,0.9733565734036149,0.1,0.0,0.0,2.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0098,day2/members/luca/08_0586.webp,test,text_present,text_present,text_blur_screen_area_aware_t10,0.8305388701067649,1.0,1.0,0.4351295670225496,,0.9733479707177595,0.9976044594593079,0.0025454259011894464,0.002973357785670621,0.007548376997874584,0.9924516230021254,1.0,0.9065189885689228,0.1,2.0,0.0,8.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,False,False,False,False
MM2_0100,day2/members/luca/08_0482.webp,test,no_text_screen_risk,text_present,text_blur_screen_area_aware_t10,1.0,,,,,0.9695802918786809,0.9977369040553777,0.0029288160149008036,0.007856867283950617,0.009154085000773193,0.9908459149992268,1.0,0.9899586790635269,0.1,0.0,0.0,1.0,0.0,adaptive_multimodal_policy,False,True,False,False,False,False,False,False,False,False
MM2_0117,day3/members/florian/13_0155.webp,development,text_present,text_present,text_blur_screen_area_aware_t10,0.0,0.0,0.0,0.0,,0.9968304806790711,0.9994372637814705,0.00028881512116640806,0.00160962085274451,0.0067284090000612196,0.9932715909999388,1.0,0.4983763033037152,0.1,1.0,0.0,1.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,True,False,False,True
MM2_0120,day3/members/florian/13_0205.webp,development,text_present,text_present,text_blur_screen_area_aware_t10,0.8130076387582054,1.0,1.0,0.37669212919401796,,0.9372679498800636,0.994784852640629,0.006012447644025087,0.005004862312586164,0.010085470999911195,0.9899145290000888,1.0,0.8866756572431306,0.1,3.0,0.0,7.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,False,False,False,False
MM2_0128,day3/members/cathal/15_0532.webp,test,text_present,text_present,text_blur_screen_area_aware_t10,0.0020590267890916113,0.0,0.0,0.006863422630305371,,0.754720752766272,0.9908759327342919,0.024071721360087395,0.024725642253897975,0.01434530500046094,0.9856546949995391,1.0,0.42601120872438136,0.1,1.0,0.0,6.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,True,False,False,True
MM2_0133,day3/members/werner/17_0281.webp,development,text_present,text_present,text_blur_screen_area_aware_t10,0.8061646721341706,1.0,1.0,0.3538822404472355,,0.9457550010948053,0.9989021028069002,0.005369605030864477,0.0024471080860794894,0.008419462999881944,0.9915805370001181,1.0,0.8859668900955388,0.1,1.0,0.0,6.0,0.0,adaptive_multimodal_policy,True,True,False,False,False,False,False,False,False,False
