protocol_id,image_id,evaluation_split,ground_truth_risk_state,predicted_risk_state,variant,privacy_score,text_ocr_suppression_rate,text_ocr_privacy_score,text_region_obscuration,screen_region_obscuration,utility_score,SSIM,LPIPS,non_sensitive_change_fraction,runtime_seconds,runtime_score,success_score,multimodal_anonymisation_score,screen_area_threshold,ground_truth_text_count,ground_truth_screen_count,predicted_text_count,predicted_screen_count,policy
MM2_0178,day4/members/luca/15_0156.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9869872135773067,,,,0.9869872135773067,0.37841981167721594,0.7568396233544319,0.20120812952518463,0.030525359025631704,0.009792418000870384,0.9902075819991296,1.0,0.806040308491731,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy
MM2_0179,day4/members/allie/15_0359.webp,test,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.4495117848670542,0.8990235697341084,0.08685936033725739,0.0928028549382716,0.008180894001270644,0.9918191059987294,1.0,0.8340354460599891,,0.0,0.0,5.0,3.0,adaptive_multimodal_policy
MM2_0180,day4/members/luca/15_0400.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.0,,,,0.0,0.6755131191268078,0.9720753443746789,0.03105245530605316,0.028336401739198557,0.008358958002645522,0.9916410419973545,1.0,0.40181803993777776,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0183,day4/members/cathal/18_0491.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.5100320637775415,,,,0.5100320637775415,0.7235624986734897,0.9642012512379706,0.02585381269454956,0.003983604535242768,0.007599611999467015,0.992400388000533,1.0,0.6713248202908709,,0.0,2.0,8.0,1.0,adaptive_multimodal_policy
MM2_0185,day4/members/klaus/18_0722.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.7382335480976914,0.9687353753902145,0.024613413959741592,0.034957561728395065,0.009962968004401773,0.9900370319955982,1.0,0.9204737676288672,,0.0,0.0,2.0,1.0,adaptive_multimodal_policy
MM2_0187,day4/members/klaus/08_0708.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9999068668544324,,,,0.9999068668544324,0.631229966454183,0.9642593256085611,0.035089969635009766,0.015021780695011137,0.008923586996388622,0.9910764130036114,1.0,0.8884300646638322,,0.0,1.0,3.0,1.0,adaptive_multimodal_policy
MM2_0191,day4/members/klaus/09_0177.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.999433633419662,,,,0.999433633419662,0.4325023505349419,0.8650047010698838,0.11897498369216919,0.11281800468266315,0.008729574998142198,0.9912704250018578,1.0,0.8285945643704993,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy
MM2_0193,day4/members/bao/09_0706.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.984559829226376,,,,0.984559829226376,0.8801596502496518,0.9845891339150504,0.011213491670787334,0.006169330504020091,0.007587722997413948,0.992412277002586,1.0,0.955569037388342,,0.0,1.0,1.0,2.0,adaptive_multimodal_policy
MM2_0195,day2/members/werner/13_0638.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9700956593511706,,,,0.9700956593511706,0.36302914741819997,0.7260582948363999,0.23488229513168335,0.03083135647220495,0.00954320801247377,0.9904567919875262,1.0,0.7930022530997979,,0.0,1.0,6.0,1.0,adaptive_multimodal_policy
MM2_0196,day2/members/allie/16_0630.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9995261370389298,,,,0.9995261370389298,0.3693193897181451,0.7386387794362902,0.26179447770118713,0.04548785569568112,0.01022108799952548,0.9897789120004745,1.0,0.8095367766349558,,0.0,1.0,7.0,2.0,adaptive_multimodal_policy
MM2_0197,day2/members/bjorn/15_0164.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9947064636135038,,,,0.9947064636135038,0.3870489325113238,0.7740978650226475,0.18625593185424805,0.02311640556172674,0.009474787002545781,0.9905252129974542,1.0,0.8125204328598944,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0199,day2/members/florian/15_0574.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.998023817001501,,,,0.998023817001501,0.37436298067055657,0.7487259613411131,0.21401908993721008,0.06227990863234034,0.011125082994112745,0.9888749170058873,1.0,0.8102082944025062,,0.0,1.0,15.0,1.0,adaptive_multimodal_policy
MM2_0200,day2/members/werner/13_0585.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9893890542415059,,,,0.9893890542415059,0.37518493748913534,0.7503698749782707,0.20182862877845764,0.028950464804463717,0.010322417001589201,0.9896775829984108,1.0,0.8062177666673346,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy
MM2_0201,day2/members/onanong/16_0261.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9988780906294653,,,,0.9988780906294653,0.698859973079059,0.9787797000529238,0.029052987694740295,0.013686861784173224,0.010802949997014366,0.9891970500029856,1.0,0.908016742238749,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy
MM2_0205,day1/members/onanong/13_0368.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9817739675692677,,,,0.9817739675692677,0.6676892273889443,0.9681371913883013,0.03163793683052063,0.010049016694206362,0.008249231002992019,0.991750768997008,1.0,0.890368828901018,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0207,day1/members/klaus/15_0702.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.9319433101570136,0.9920050533722891,0.006405921652913094,0.009527391975308643,0.007864175000577234,0.9921358249994228,1.0,0.9787965755470464,,0.0,0.0,20.0,1.0,adaptive_multimodal_policy
MM2_0210,day1/members/cathal/18_0367.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.46504372378645487,0.9300874475729097,0.1027163416147232,0.1056520061728395,0.024965724995126948,0.975034275004873,1.0,0.8370165446364238,,0.0,0.0,9.0,1.0,adaptive_multimodal_policy
MM2_0214,day1/members/cathal/09_0716.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9990262255541575,,,,0.9990262255541575,0.4596181650486917,0.9192363300973834,0.07701396197080612,0.05435249997545675,0.008350202988367528,0.9916497970116325,1.0,0.8365635419928494,,0.0,1.0,2.0,3.0,adaptive_multimodal_policy
MM2_0215,day2/members/tien/10_0260.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9051914069368938,,,,0.9051914069368938,0.45248005365666505,0.9049601073133301,0.07153186947107315,0.06115055495737636,0.012142321007559076,0.9878576789924409,1.0,0.7871254874646905,,0.0,1.0,3.0,2.0,adaptive_multimodal_policy
MM2_0217,day2/members/luca/12_0426.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.9995039204717447,,,,0.9995039204717447,0.4149728956597934,0.8299457913195868,0.14421910047531128,0.09757973261807971,0.010293965999153443,0.9897060340008466,1.0,0.823214432333895,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy
MM2_0221,day2/members/cathal/16_0705.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.8279620144510469,1.0,1.0,0.42654004817015634,,0.8576284715922444,0.988828833032006,0.01367859449237585,0.00953471664297633,0.0071015269932104275,0.9928984730067896,1.0,0.8705593960038757,,1.0,0.0,1.0,1.0,adaptive_multimodal_policy
MM2_0228,day3/members/cathal/10_0712.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.7710461503603708,1.0,1.0,0.2368205012012361,,0.4610211056086488,0.9220422112172976,0.08749513328075409,0.07165736773444854,0.009790002994122915,0.9902099970058771,1.0,0.7228504065633677,,3.0,0.0,6.0,1.0,adaptive_multimodal_policy
MM2_0235,day3/members/onanong/17_0712.webp,development,no_text_screen_risk,text_and_screen_present,text_blur_screen_fill,1.0,,,,,0.8616775716366236,0.9949349341336619,0.013578989543020725,0.007876157407407408,0.009779183004866354,0.9902208169951336,1.0,0.9575253531905005,,0.0,0.0,1.0,1.0,adaptive_multimodal_policy
MM2_0236,day3/members/cathal/18_0174.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9981266402437294,,,,0.9981266402437294,0.40672697909817906,0.8134539581963581,0.1705624908208847,0.10982109551337305,0.011558079000678845,0.9884419209993212,1.0,0.8199256059512505,,0.0,1.0,5.0,1.0,adaptive_multimodal_policy
MM2_0242,day4/members/cathal/11_0445.webp,test,screen_present,text_and_screen_present,text_blur_screen_fill,0.999073344706171,,,,0.999073344706171,0.4392515623194255,0.878503124638851,0.10951061546802521,0.06352765014768624,0.009106507000979036,0.990893492999021,1.0,0.8304014903488153,,0.0,1.0,1.0,1.0,adaptive_multimodal_policy
MM2_0244,day4/members/florian/13_0284.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.9995924816289153,,,,0.9995924816289153,0.4050495162148387,0.8100990324296774,0.17976804077625275,0.11375852234372891,0.011212042008992285,0.9887879579910077,1.0,0.82018989147801,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy
MM2_0247,day4/members/cathal/17_0557.webp,development,text_present,text_and_screen_present,text_blur_screen_fill,0.0,0.0,0.0,0.0,,0.8618647822708811,0.9765157315077236,0.012639308348298073,0.026718073854649655,0.007730590004939586,0.9922694099950604,1.0,0.4577863756807704,,1.0,0.0,3.0,1.0,adaptive_multimodal_policy
MM2_0249,day4/members/klaus/08_0259.webp,development,screen_present,text_and_screen_present,text_blur_screen_fill,0.8818956304020242,,,,0.8818956304020242,0.4589470984812465,0.917894196962493,0.07351960241794586,0.058383161443075565,0.012482723002904095,0.9875172769970959,1.0,0.7773836724450957,,0.0,1.0,4.0,1.0,adaptive_multimodal_policy
MM2_0001,day1/members/onanong/10_0700.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9924180099327802,0.9997601404891787,0.0007462060311809182,0.00031635802469135804,0.009149401987087913,0.9908505980129121,1.0,0.9968104627811252,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0008,day1/members/klaus/11_0127.webp,development,text_present,text_present,text_blur_screen_blur,0.0,0.0,0.0,0.0,,0.9966084708631544,0.9998198191280557,0.0003301438700873405,0.0006331030306366814,0.006592389996512793,0.9934076100034872,1.0,0.498323302259295,,1.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0022,day1/members/onanong/15_0174.webp,development,text_present,text_present,text_blur_screen_blur,0.24367849524784652,0.3333333333333333,0.33333333333333337,0.0344838730483773,,0.9952599662827248,0.9999271433112984,0.00047036053729243577,0.0002877083928648319,0.006983227009186521,0.9930167729908135,1.0,0.619718914807822,,3.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0023,day1/members/onanong/15_0421.webp,test,text_present,text_present,text_blur_screen_blur,0.0,0.0,0.0,0.0,,0.9877621603962476,0.9995293021799018,0.0012002490693703294,0.0009175649536843538,0.0072373379953205585,0.9927626620046794,1.0,0.49560491431934217,,1.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0029,day1/members/klaus/17_0225.webp,development,text_present,text_present,text_blur_screen_blur,0.7079348153797344,1.0,1.0,0.026449384599114723,,0.7698116373148309,0.9932636461907122,0.02268201857805252,0.016749093306956807,0.012171345006208867,0.9878286549937911,1.0,0.7836937643836955,,1.0,0.0,6.0,0.0,adaptive_multimodal_policy
MM2_0030,day1/members/cathal/17_0482.webp,test,text_present,text_present,text_blur_screen_blur,0.0,0.0,0.0,0.0,,0.9259140599219975,0.9955572887657039,0.007186458446085453,0.016626838119081035,0.011816814992926084,0.9881831850070739,1.0,0.4765925364773066,,2.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0031,day1/members/stevan/17_0713.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9666248034291351,0.9987550835267474,0.003275273833423853,0.004949845679012346,0.008623426998383366,0.9913765730016166,1.0,0.9891250983289022,,0.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0033,day1/members/werner/18_0025.webp,development,text_present,text_present,text_blur_screen_blur,0.7614762926816074,1.0,1.0,0.20492097560535827,,0.7208676285057236,0.9917789144335131,0.027502182871103287,0.022361340435752473,0.014562206997652538,0.9854377930023475,1.0,0.7955422141927555,,1.0,0.0,6.0,0.0,adaptive_multimodal_policy
MM2_0035,day1/members/luca/18_0100.webp,development,screen_present,text_present,text_blur_screen_blur,0.0,,,,0.0,0.9898425657515844,0.9994278615767994,0.0009871365036815405,0.0022540629644873128,0.007131489997846074,0.9928685100021539,1.0,0.4962396207256907,,0.0,1.0,1.0,0.0,adaptive_multimodal_policy
MM2_0036,day1/members/bjorn/18_0423.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9510943656984341,0.9979337584621454,0.004787251353263855,0.005941358024691358,0.008480600998154841,0.9915193990018452,1.0,0.9844802496097148,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0047,day1/members/werner/08_0632.webp,development,text_present,text_present,text_blur_screen_blur,0.7487903089134934,1.0,1.0,0.16263436304497814,,0.9634750959714395,0.9988390746097053,0.0035944441333413124,0.002151757138862132,0.008075040997937322,0.9919249590020627,1.0,0.8626301791483848,,1.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0050,day1/members/luca/09_0045.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.7576606207080845,0.991407753624154,0.023804325610399246,0.02293016975308642,0.011521011998411268,0.9884789880015887,1.0,0.9261460850125842,,0.0,0.0,4.0,0.0,adaptive_multimodal_policy
MM2_0053,day2/members/tien/10_0485.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9997691038694123,0.9999248991291285,1.9334569515194744e-05,0.00016203703703703703,0.007148321004933678,0.9928516789950663,1.0,0.9992158990603303,,0.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0058,day2/members/stevan/11_0346.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.813900178369303,0.9939052352238086,0.01830524392426014,0.018256172839506174,0.011328734995913692,0.9886712650040863,1.0,0.9430371800111995,,0.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0064,day2/members/cathal/12_0720.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9166208351891987,0.9924555299663051,0.00796069297939539,0.019438657407407408,0.009868491993984208,0.9901315080060158,1.0,0.9739994013573611,,0.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0071,day2/members/luca/14_0216.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9934993594206933,0.9991630151908971,0.0006082148174755275,0.002498070987654321,0.006648116002907045,0.993351883997093,1.0,0.9973849962259173,,0.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0090,day2/members/allie/19_0540.webp,test,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9960197932593715,0.9996761045035356,0.0003818258992396295,0.00078125,0.006709556997520849,0.9932904430024792,1.0,0.9981349822780593,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0093,day2/members/cathal/20_0186.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9140593316790373,0.9969186820858541,0.00844000093638897,0.009008487654320987,0.00913629899150692,0.9908637010084931,1.0,0.9733041696045605,,0.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0098,day2/members/luca/08_0586.webp,test,text_present,text_present,text_blur_screen_blur,0.8305388701067649,1.0,1.0,0.4351295670225496,,0.9733479707177595,0.9976044594593079,0.0025454259011894464,0.002973357785670621,0.007996585991350003,0.99200341400865,1.0,0.9064741676695752,,2.0,0.0,8.0,0.0,adaptive_multimodal_policy
MM2_0100,day2/members/luca/08_0482.webp,test,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9695802918786809,0.9977369040553777,0.0029288160149008036,0.007856867283950617,0.009051107001141645,0.9909488929988584,1.0,0.9899689768634901,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0117,day3/members/florian/13_0155.webp,development,text_present,text_present,text_blur_screen_blur,0.0,0.0,0.0,0.0,,0.9968304806790711,0.9994372637814705,0.00028881512116640806,0.00160962085274451,0.007040115990093909,0.9929598840099061,1.0,0.4983451326047119,,1.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0120,day3/members/florian/13_0205.webp,development,text_present,text_present,text_blur_screen_blur,0.8130076387582054,1.0,1.0,0.37669212919401796,,0.9372679498800636,0.994784852640629,0.006012447644025087,0.005004862312586164,0.009361071002786048,0.990638928997214,1.0,0.8867480972428431,,3.0,0.0,7.0,0.0,adaptive_multimodal_policy
MM2_0128,day3/members/cathal/15_0532.webp,test,text_present,text_present,text_blur_screen_blur,0.0020590267890916113,0.0,0.0,0.006863422630305371,,0.754720752766272,0.9908759327342919,0.024071721360087395,0.024725642253897975,0.013273072996526025,0.986726927003474,1.0,0.42611843192477483,,1.0,0.0,6.0,0.0,adaptive_multimodal_policy
MM2_0133,day3/members/werner/17_0281.webp,development,text_present,text_present,text_blur_screen_blur,0.8061646721341706,1.0,1.0,0.3538822404472355,,0.9457550010948053,0.9989021028069002,0.005369605030864477,0.0024471080860794894,0.007484374989871867,0.9925156250101281,1.0,0.8860603988965398,,1.0,0.0,6.0,0.0,adaptive_multimodal_policy
MM2_0138,day3/members/onanong/18_0537.webp,test,text_present,text_present,text_blur_screen_blur,0.7988387644837914,1.0,1.0,0.32946254827930477,,0.8884453154732763,0.9960514708618281,0.010958041995763779,0.004110111301736245,0.009393670989084058,0.9906063290109159,1.0,0.8650136097849701,,2.0,0.0,5.0,0.0,adaptive_multimodal_policy
MM2_0140,day3/members/onanong/18_0711.webp,test,text_present,text_present,text_blur_screen_blur,0.8060236981637339,1.0,1.0,0.3534123272124466,,0.8916402282478721,0.9938815478806321,0.010530054569244385,0.007492750520600199,0.009720322996145114,0.9902796770038549,1.0,0.8695318852566141,,2.0,0.0,5.0,0.0,adaptive_multimodal_policy
MM2_0149,day3/members/luca/08_0665.webp,test,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9658080343505457,0.9986258362185388,0.0033504883758723736,0.002972608024691358,0.007357035996392369,0.9926429640036076,1.0,0.9890067067055245,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0151,day3/members/klaus/08_0715.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9545652640755085,0.9986027624001319,0.0044736117124557495,0.003767361111111111,0.008058206993155181,0.9919417930068448,1.0,0.9855637585233371,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0156,day3/members/luca/09_0146.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.999437410097721,0.9998311358299815,4.781578172696754e-05,0.0002642746913580247,0.0071636299981037155,0.9928363700018963,1.0,0.9991148600295059,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0160,day4/members/florian/10_0522.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9609626347527067,0.9991610985905249,0.003861791454255581,0.0024266975308641974,0.007831702998373657,0.9921682970016263,1.0,0.9875056201259746,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0188,day4/members/allie/08_0148.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.999445645609115,0.9999171315381558,5.129201599629596e-05,0.0004918981481481481,0.0071598030044697225,0.9928401969955303,1.0,0.9991177133822875,,0.0,0.0,3.0,0.0,adaptive_multimodal_policy
MM2_0189,day4/members/bao/08_0661.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9920113052295785,0.9995640093569239,0.0007770699448883533,0.001732253086419753,0.00734057099907659,0.9926594290009234,1.0,0.996869334468966,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0203,day1/members/allie/11_0283.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.8265142312712899,0.9925483656063537,0.016975995153188705,0.018719135802469134,0.01188677600293886,0.9881132239970611,1.0,0.9467655917810931,,0.0,0.0,4.0,0.0,adaptive_multimodal_policy
MM2_0204,day1/members/tien/12_0054.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9271217203133608,0.998033396972876,0.007189497817307711,0.005827546296296296,0.00833056699775625,0.9916694330022437,1.0,0.9773034593942326,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0208,day1/members/klaus/16_0701.webp,test,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9721171961455639,0.9996383065937152,0.0027701957151293755,0.0011554783950617285,0.007393527994281612,0.9926064720057184,1.0,0.990895806044241,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0211,day1/members/werner/19_0162.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9997885987295558,0.9999456297246433,1.8421613276586868e-05,0.00015817901234567902,0.006968361994950101,0.9930316380050499,1.0,0.9992397434193716,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0216,day2/members/klaus/11_0708.webp,test,screen_present,text_present,text_blur_screen_blur,0.0,,,,0.0,0.990192579016647,0.9995552714068419,0.0009585056686773896,0.0009913771864991376,0.007460093998815864,0.9925399060011841,1.0,0.4963117643051125,,0.0,1.0,1.0,0.0,adaptive_multimodal_policy
MM2_0218,day2/members/tien/13_0711.webp,test,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9878380473377046,0.9994448810163612,0.001188439317047596,0.0019463734567901235,0.007412512000882998,0.992587487999117,1.0,0.9956101630012231,,0.0,0.0,1.0,0.0,adaptive_multimodal_policy
MM2_0226,day2/members/werner/08_0334.webp,development,text_present,text_present,text_blur_screen_blur,0.7652258671892972,1.0,1.0,0.21741955729765738,,0.9692602771604233,0.9979889326337323,0.002973418915644288,0.0005454332186424773,0.00815156300086528,0.9918484369991347,1.0,0.8725758604426891,,1.0,0.0,4.0,0.0,adaptive_multimodal_policy
MM2_0227,day2/members/luca/09_0121.webp,test,text_present,text_present,text_blur_screen_blur,0.7848778296206242,1.0,1.0,0.2829260987354144,,0.9342605682713019,0.9974166279042217,0.006444774568080902,0.005906519383543255,0.008763410995015875,0.9912365890049841,1.0,0.871840744192201,,1.0,0.0,4.0,0.0,adaptive_multimodal_policy
MM2_0231,day3/members/cathal/13_0330.webp,development,text_present,text_present,text_blur_screen_blur,0.7413536104253058,1.0,1.0,0.13784536808435266,,0.9957473365423919,0.9995716449472488,0.00040384859312325716,0.0,0.007330526990699582,0.9926694730093004,1.0,0.8686679534763005,,1.0,0.0,2.0,0.0,adaptive_multimodal_policy
MM2_0232,day3/members/florian/14_0653.webp,development,text_present,text_present,text_blur_screen_blur,0.3883132572111133,0.5,0.5,0.1277108573703778,,0.963590840087446,0.9968422525100159,0.003483028616756201,0.00719395657075427,0.00859652299550362,0.9914034770044964,1.0,0.68237422833224,,2.0,0.0,4.0,0.0,adaptive_multimodal_policy
MM2_0234,day3/members/florian/16_0712.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.8443614081649484,0.998172157478035,0.015472467057406902,0.002191358024691358,0.00974239299830515,0.9902576070016949,1.0,0.952334183149654,,0.0,0.0,3.0,0.0,adaptive_multimodal_policy
MM2_0238,day3/members/stevan/20_0722.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.8364822748487719,0.9944365761052625,0.016073601320385933,0.017534722222222222,0.011428860991145484,0.9885711390088545,1.0,0.949801796355517,,0.0,0.0,3.0,0.0,adaptive_multimodal_policy
MM2_0246,day4/members/stevan/15_0504.webp,development,no_text_screen_risk,text_present,text_blur_screen_blur,1.0,,,,,0.9641087774911465,0.9988349029379968,0.0035308673977851868,0.004087577160493827,0.007815710996510461,0.9921842890034895,1.0,0.9884510621476928,,0.0,0.0,3.0,0.0,adaptive_multimodal_policy
