relative_path,method,output_path,boxes_processed,tiling_required
day4/members/florian/18_0559.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/florian/18_0559.webp,0,False
day2/members/florian/12_0418.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/florian/12_0418.webp,0,False
day4/members/werner/11_0358.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/werner/11_0358.webp,6,False
day2/members/florian/15_0395.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/florian/15_0395.webp,0,False
day2/members/cathal/14_0185.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/cathal/14_0185.webp,1,False
day1/members/klaus/10_0589.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/klaus/10_0589.webp,9,False
day1/members/florian/10_0419.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/florian/10_0419.webp,7,False
day3/members/luca/14_0453.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/luca/14_0453.webp,4,False
day2/members/stevan/11_0699.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/stevan/11_0699.webp,1,False
day2/members/werner/20_0424.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/werner/20_0424.webp,7,False
day1/members/bjorn/18_0660.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/bjorn/18_0660.webp,0,False
day3/members/florian/10_0693.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/florian/10_0693.webp,0,False
day4/members/klaus/12_0118.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/klaus/12_0118.webp,7,False
day2/members/bjorn/19_0586.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/bjorn/19_0586.webp,3,False
day3/members/allie/18_0535.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/allie/18_0535.webp,4,False
day4/members/cathal/09_0257.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/cathal/09_0257.webp,2,False
day2/members/florian/15_0006.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/florian/15_0006.webp,0,False
day3/members/tien/10_0690.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/tien/10_0690.webp,3,False
day3/members/cathal/11_0181.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/cathal/11_0181.webp,1,False
day4/members/bao/11_0055.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/bao/11_0055.webp,8,False
day3/members/luca/13_0160.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/luca/13_0160.webp,2,False
day2/members/werner/13_0432.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/werner/13_0432.webp,0,False
day3/members/florian/19_0684.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/florian/19_0684.webp,0,False
day2/members/allie/16_0556.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/allie/16_0556.webp,0,False
day1/members/werner/19_0438.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/werner/19_0438.webp,4,False
day2/members/allie/19_0622.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/allie/19_0622.webp,7,False
day3/members/onanong/12_0703.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/12_0703.webp,0,False
day1/members/stevan/18_0567.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/stevan/18_0567.webp,4,False
day3/members/stevan/20_0527.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/stevan/20_0527.webp,2,False
day1/members/onanong/19_0481.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/onanong/19_0481.webp,0,False
day4/members/klaus/08_0554.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/klaus/08_0554.webp,0,False
day3/members/klaus/19_0704.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/klaus/19_0704.webp,1,False
day2/members/luca/12_0565.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/luca/12_0565.webp,0,False
day4/members/luca/08_0034.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/luca/08_0034.webp,0,False
day1/members/tien/10_0152.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/tien/10_0152.webp,4,False
day4/members/werner/13_0537.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/werner/13_0537.webp,5,False
day1/members/bjorn/09_0300.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/bjorn/09_0300.webp,6,False
day2/members/florian/14_0303.webp,nullface,outputs/03_anonymisation/03_nullface/images/day2/members/florian/14_0303.webp,8,False
day1/members/luca/14_0698.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/luca/14_0698.webp,3,False
day1/members/stevan/18_0660.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/stevan/18_0660.webp,0,False
day3/members/allie/13_0693.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/allie/13_0693.webp,0,False
day3/members/onanong/11_0248.webp,nullface,outputs/03_anonymisation/03_nullface/images/day3/members/onanong/11_0248.webp,2,False
day4/members/cathal/13_0210.webp,nullface,outputs/03_anonymisation/03_nullface/images/day4/members/cathal/13_0210.webp,8,False
day1/members/stevan/18_0014.webp,nullface,outputs/03_anonymisation/03_nullface/images/day1/members/stevan/18_0014.webp,6,False
