method,protocol,image_id,relative_path,gt_index,x1,y1,x2,y2,best_candidate_iou,best_candidate_source,best_candidate_score,recoverable_at_iou_0_5,recoverable_at_iou_0_4,recoverable_at_iou_0_3,face_count_category,face_scale_category,edge_partial_face,blur_low_sharpness,clutter_level
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/bjorn/10_0179.webp,day3/members/bjorn/10_0179.webp,1,3289,900,3740,1301,0.615888,sliced_yolo11s_widerface_1280,0.590424,1,1,1,multi_face,medium,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/12_0648.webp,day4/members/cathal/12_0648.webp,5,3018,863,3193,1056,0.553449,rfdetr_medium_face_030,0.36822,1,1,1,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/11_0192.webp,day3/members/luca/11_0192.webp,2,1599,0,1904,605,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/11_0192.webp,day3/members/luca/11_0192.webp,3,1577,0,1893,200,0.0,,0.0,0,0,0,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/10_0301.webp,day3/members/onanong/10_0301.webp,1,1968,208,2082,329,0.76,rfdetr_medium_face_030,0.366097,1,1,1,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/18_0042.webp,day1/members/florian/18_0042.webp,3,3756,344,3840,575,0.0,,0.0,0,0,0,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/12_0438.webp,day4/members/bao/12_0438.webp,3,2915,1167,3144,1505,0.505044,yolo8s_widerface_repo_640,0.775437,1,1,1,multi_face,mixed_scale,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/11_0673.webp,day3/members/luca/11_0673.webp,2,2663,298,3505,1601,0.0,,0.0,0,0,0,multi_face,large,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/17_0649.webp,day1/members/florian/17_0649.webp,5,1413,1460,1641,1807,0.0,,0.0,0,0,0,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/18_0275.webp,day1/members/florian/18_0275.webp,2,1540,66,1782,414,0.338624,sliced_yolo11s_widerface_1280,0.834876,0,0,1,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/18_0081.webp,day2/members/cathal/18_0081.webp,0,827,1320,1220,1768,0.516001,scrfd_10g_current_640,0.743686,1,1,1,multi_face,medium,no,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/14_0453.webp,day3/members/luca/14_0453.webp,3,3332,325,3439,466,0.38418,yolo11s_widerface_640,0.764919,0,0,1,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/10_0693.webp,day3/members/florian/10_0693.webp,0,965,1382,1227,1686,0.0,,0.0,0,0,0,single_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bao/11_0055.webp,day4/members/bao/11_0055.webp,5,1338,1652,1485,1819,0.541762,rfdetr_medium_face_030,0.599708,1,1,1,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/13_0210.webp,day4/members/cathal/13_0210.webp,7,3323,938,3674,1444,0.023311,yolo8s_widerface_repo_640,0.81293,0,0,0,multi_face,mixed_scale,yes,no,medium
