method,protocol,image_id,relative_path,x1,y1,x2,y2,score,source_detector,face_count_category,face_scale_category,edge_partial_face,blur_low_sharpness,clutter_level
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/12_0648.webp,day4/members/cathal/12_0648.webp,1,1382,186,1651,0.976378,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/12_0648.webp,day4/members/cathal/12_0648.webp,3282,717,3513,1050,0.638625,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bjorn/10_0670.webp,day4/members/bjorn/10_0670.webp,2288,0,2408,53,0.826237,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/stevan/11_0382.webp,day2/members/stevan/11_0382.webp,3626,1606,3778,1785,0.547919,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/19_0633.webp,day2/members/luca/19_0633.webp,2011,309,2139,444,0.736911,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/19_0633.webp,day2/members/luca/19_0633.webp,1956,447,2065,574,0.701356,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/10_0301.webp,day3/members/onanong/10_0301.webp,1916,229,2050,340,0.893463,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/allie/16_0683.webp,day3/members/allie/16_0683.webp,2952,2,3052,390,0.571275,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/11_0219.webp,day1/members/florian/11_0219.webp,2811,303,3029,688,0.585559,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/stevan/18_0597.webp,day1/members/stevan/18_0597.webp,1009,227,1320,595,0.54994,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/16_0525.webp,day1/members/florian/16_0525.webp,324,247,453,376,0.995556,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,small,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/14_0016.webp,day2/members/luca/14_0016.webp,3017,415,3171,676,0.642413,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/14_0016.webp,day2/members/luca/14_0016.webp,3382,1540,3611,2105,0.482928,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/luca/14_0016.webp,day2/members/luca/14_0016.webp,1005,1608,1198,1910,0.461694,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/bjorn/14_0715.webp,day4/members/bjorn/14_0715.webp,1,837,116,1451,0.704584,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/17_0649.webp,day1/members/florian/17_0649.webp,0,582,103,904,0.556131,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/tien/09_0002.webp,day3/members/tien/09_0002.webp,3498,453,3664,635,0.44882,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/19_0211.webp,day2/members/cathal/19_0211.webp,437,760,494,823,0.496835,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,very_small_or_distant,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/15_0318.webp,day3/members/florian/15_0318.webp,819,873,908,1119,0.704715,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/11_0210.webp,day1/members/florian/11_0210.webp,1764,763,1869,961,0.562377,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/11_0119.webp,day3/members/stevan/11_0119.webp,1,54,265,697,0.889275,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,yes,no,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/florian/18_0275.webp,day1/members/florian/18_0275.webp,1553,82,1710,243,0.995196,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/12_0418.webp,day2/members/florian/12_0418.webp,715,745,1260,1157,0.589787,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/15_0395.webp,day2/members/florian/15_0395.webp,3788,310,3839,447,0.94941,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/cathal/14_0185.webp,day2/members/cathal/14_0185.webp,3622,7,3839,734,0.957421,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,yes,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/klaus/10_0589.webp,day1/members/klaus/10_0589.webp,1097,1320,1242,1677,0.731952,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/luca/14_0453.webp,day3/members/luca/14_0453.webp,3270,328,3460,579,0.97549,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/10_0693.webp,day3/members/florian/10_0693.webp,1596,1978,1713,2103,0.539575,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day2/members/florian/15_0006.webp,day2/members/florian/15_0006.webp,1675,1,2027,135,0.925939,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/cathal/11_0181.webp,day3/members/cathal/11_0181.webp,0,987,84,1123,0.634391,cv_box_reranker_with_rfdetr_predicted_conditions,single_face,medium,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/florian/19_0684.webp,day3/members/florian/19_0684.webp,879,2,1503,396,0.42677,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/20_0527.webp,day3/members/stevan/20_0527.webp,2268,849,2471,1049,0.993357,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/stevan/20_0527.webp,day3/members/stevan/20_0527.webp,2780,887,2951,1013,0.984983,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/werner/13_0537.webp,day4/members/werner/13_0537.webp,3767,1316,3839,1603,0.841601,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,no,no,high
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/allie/13_0693.webp,day3/members/allie/13_0693.webp,1899,312,2245,609,0.895185,cv_box_reranker_with_rfdetr_predicted_conditions,no_face,none,no,yes,low
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day3/members/onanong/11_0248.webp,day3/members/onanong/11_0248.webp,1645,227,2350,901,0.974357,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,medium,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day4/members/cathal/13_0210.webp,day4/members/cathal/13_0210.webp,1855,1520,1968,1641,0.542545,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,mixed_scale,yes,no,medium
cv_box_reranker_with_rfdetr_predicted_conditions,02_egocentric_stress_500,02_egocentric_stress_500::day1/members/stevan/18_0014.webp,day1/members/stevan/18_0014.webp,3548,1716,3840,1913,0.591331,cv_box_reranker_with_rfdetr_predicted_conditions,multi_face,small,yes,no,medium
